email,firstName,lastName,rollNumber,onCampus
william.howard@iiitg.ac.in,William,Howard,BT1241,True
karina.campos@iiitg.ac.in,Karina,Campos,BT1242,False
brittany.morgan@iiitg.ac.in,Brittany,Morgan,BT1243,True
caroline.price@iiitg.ac.in,Caroline,Price,BT1244,True
adrian.ochoa@iiitg.ac.in,Adrian,Ochoa,BT1245,True
kevin.schaefer@iiitg.ac.in,Kevin,Schaefer,BT1246,False
natasha.nelson@iiitg.ac.in,Natasha,Nelson,BT1247,False
lori.ward@iiitg.ac.in,Lori,Ward,BT1248,True
sierra.oconnor@iiitg.ac.in,Sierra,Oconnor,BT1249,False
douglas.williams@iiitg.ac.in,Douglas,Williams,BT1250,True
sara.hill@iiitg.ac.in,Sara,Hill,BT1251,False
kimberly.garcia@iiitg.ac.in,Kimberly,Garcia,BT1252,True
nicholas.roberts@iiitg.ac.in,Nicholas,Roberts,BT1253,True
steven.gonzalez@iiitg.ac.in,Steven,Gonzalez,BT1254,True
evelyn.hampton@iiitg.ac.in,Evelyn,Hampton,BT1255,True
julian.martin@iiitg.ac.in,Julian,Martin,BT1256,True
mary.jones@iiitg.ac.in,Mary,Jones,BT1257,False
kathleen.nixon@iiitg.ac.in,Kathleen,Nixon,BT1258,False
jonathan.carroll@iiitg.ac.in,Jonathan,Carroll,BT1259,True
teresa.thompson@iiitg.ac.in,Teresa,Thompson,BT1260,False
james.patel@iiitg.ac.in,James,Patel,BT1261,True
shannon.schmidt@iiitg.ac.in,Shannon,Schmidt,BT1262,True
tina.fletcher@iiitg.ac.in,Tina,Fletcher,BT1263,False
craig.henderson@iiitg.ac.in,Craig,Henderson,BT1264,True
christian.phillips@iiitg.ac.in,Christian,Phillips,BT1265,True
michael.crawford@iiitg.ac.in,Michael,Crawford,BT1266,False
danielle.barnes@iiitg.ac.in,Danielle,Barnes,BT1267,False
thomas.moses@iiitg.ac.in,Thomas,Moses,BT1268,False
stacey.wise@iiitg.ac.in,Stacey,Wise,BT1269,True
kelly.small@iiitg.ac.in,Kelly,Small,BT1270,False
nicholas.mahoney@iiitg.ac.in,Nicholas,Mahoney,BT1271,True
kathy.hays@iiitg.ac.in,Kathy,Hays,BT1272,True
mary.melendez@iiitg.ac.in,Mary,Melendez,BT1273,False
elizabeth.gonzalez@iiitg.ac.in,Elizabeth,Gonzalez,BT1274,False
gregory.mills@iiitg.ac.in,Gregory,Mills,BT1275,False
kyle.jones@iiitg.ac.in,Kyle,Jones,BT1276,False
steven.kelly@iiitg.ac.in,Steven,Kelly,BT1277,False
maria.peterson@iiitg.ac.in,Maria,Peterson,BT1278,True
ashley.guzman@iiitg.ac.in,Ashley,Guzman,BT1279,False
denise.rivas@iiitg.ac.in,Denise,Rivas,BT1280,True
robert.clark@iiitg.ac.in,Robert,Clark,BT1281,True
john.mason@iiitg.ac.in,John,Mason,BT1282,True
sara.christian@iiitg.ac.in,Sara,Christian,BT1283,True
evan.munoz@iiitg.ac.in,Evan,Munoz,BT1284,False
heather.petty@iiitg.ac.in,Heather,Petty,BT1285,False
autumn.evans@iiitg.ac.in,Autumn,Evans,BT1286,True
jason.howell@iiitg.ac.in,Jason,Howell,BT1287,False
rebecca.perez@iiitg.ac.in,Rebecca,Perez,BT1288,True
michael.scott@iiitg.ac.in,Michael,Scott,BT1289,True
michael.rodgers@iiitg.ac.in,Michael,Rodgers,BT1290,False
karen.mcdonald@iiitg.ac.in,Karen,Mcdonald,BT1291,True
jennifer.lin@iiitg.ac.in,Jennifer,Lin,BT1292,False
george.roberts@iiitg.ac.in,George,Roberts,BT1293,True
christopher.thomas@iiitg.ac.in,Christopher,Thomas,BT1294,True
traci.smith@iiitg.ac.in,Traci,Smith,BT1295,False
charles.leonard@iiitg.ac.in,Charles,Leonard,BT1296,True
wayne.rice@iiitg.ac.in,Wayne,Rice,BT1297,False
kimberly.baker@iiitg.ac.in,Kimberly,Baker,BT1298,True
dawn.fitzgerald@iiitg.ac.in,Dawn,Fitzgerald,BT1299,True
rebecca.palmer@iiitg.ac.in,Rebecca,Palmer,BT1300,True
erika.bradley@iiitg.ac.in,Erika,Bradley,BT1301,True
kimberly.harris@iiitg.ac.in,Kimberly,Harris,BT1302,True
denise.jackson@iiitg.ac.in,Denise,Jackson,BT1303,False
ashley.rogers@iiitg.ac.in,Ashley,Rogers,BT1304,False
jasmine.white@iiitg.ac.in,Jasmine,White,BT1305,True
daniel.simmons@iiitg.ac.in,Daniel,Simmons,BT1306,True
jason.garcia@iiitg.ac.in,Jason,Garcia,BT1307,True
mikayla.tate@iiitg.ac.in,Mikayla,Tate,BT1308,False
gary.boone@iiitg.ac.in,Gary,Boone,BT1309,True
david.knight@iiitg.ac.in,David,Knight,BT1310,False
sonia.ramirez@iiitg.ac.in,Sonia,Ramirez,BT1311,True
james.beasley@iiitg.ac.in,James,Beasley,BT1312,False
jorge.berry@iiitg.ac.in,Jorge,Berry,BT1313,True
tiffany.gross@iiitg.ac.in,Tiffany,Gross,BT1314,False
sarah.russell@iiitg.ac.in,Sarah,Russell,BT1315,False
robert.dillon@iiitg.ac.in,Robert,Dillon,BT1316,True
christine.banks@iiitg.ac.in,Christine,Banks,BT1317,True
samantha.simon@iiitg.ac.in,Samantha,Simon,BT1318,True
brittany.freeman@iiitg.ac.in,Brittany,Freeman,BT1319,True
sharon.jones@iiitg.ac.in,Sharon,Jones,BT1320,True
john.velazquez@iiitg.ac.in,John,Velazquez,BT1321,True
timothy.gilbert@iiitg.ac.in,Timothy,Gilbert,BT1322,True
jacqueline.davidson@iiitg.ac.in,Jacqueline,Davidson,BT1323,True
kelly.elliott@iiitg.ac.in,Kelly,Elliott,BT1324,False
anthony.cannon@iiitg.ac.in,Anthony,Cannon,BT1325,False
linda.webb@iiitg.ac.in,Linda,Webb,BT1326,False
robert.lee@iiitg.ac.in,Robert,Lee,BT1327,False
donald.acevedo@iiitg.ac.in,Donald,Acevedo,BT1328,True
andrew.jones@iiitg.ac.in,Andrew,Jones,BT1329,False
margaret.rodriguez@iiitg.ac.in,Margaret,Rodriguez,BT1330,True
willie.thomas@iiitg.ac.in,Willie,Thomas,BT1331,False
vincent.fisher@iiitg.ac.in,Vincent,Fisher,BT1332,True
curtis.bonilla@iiitg.ac.in,Curtis,Bonilla,BT1333,True
keith.ashley@iiitg.ac.in,Keith,Ashley,BT1334,True
sean.reyes@iiitg.ac.in,Sean,Reyes,BT1335,True
april.sanders@iiitg.ac.in,April,Sanders,BT1336,False
peter.peterson@iiitg.ac.in,Peter,Peterson,BT1337,False
michael.griffith@iiitg.ac.in,Michael,Griffith,BT1338,True
anne.reese@iiitg.ac.in,Anne,Reese,BT1339,True
richard.mcdowell@iiitg.ac.in,Richard,Mcdowell,BT1340,True
justin.maynard@iiitg.ac.in,Justin,Maynard,BT1341,False
donald.holmes@iiitg.ac.in,Donald,Holmes,BT1342,True
eric.johnson@iiitg.ac.in,Eric,Johnson,BT1343,False
holly.morrison@iiitg.ac.in,Holly,Morrison,BT1344,False
lisa.walsh@iiitg.ac.in,Lisa,Walsh,BT1345,False
amber.shelton@iiitg.ac.in,Amber,Shelton,BT1346,False
richard.miller@iiitg.ac.in,Richard,Miller,BT1347,True
karen.sampson@iiitg.ac.in,Karen,Sampson,BT1348,True
samuel.wilkinson@iiitg.ac.in,Samuel,Wilkinson,BT1349,True
jeffery.silva@iiitg.ac.in,Jeffery,Silva,BT1350,False
victor.davis@iiitg.ac.in,Victor,Davis,BT1351,False
zachary.coleman@iiitg.ac.in,Zachary,Coleman,BT1352,False
emily.collins@iiitg.ac.in,Emily,Collins,BT1353,False
diana.lucas@iiitg.ac.in,Diana,Lucas,BT1354,False
melissa.cunningham@iiitg.ac.in,Melissa,Cunningham,BT1355,True
dawn.mendoza@iiitg.ac.in,Dawn,Mendoza,BT1356,True
john.cook@iiitg.ac.in,John,Cook,BT1357,True
kristie.arnold@iiitg.ac.in,Kristie,Arnold,BT1358,True
david.kelly@iiitg.ac.in,David,Kelly,BT1359,True
molly.hawkins@iiitg.ac.in,Molly,Hawkins,BT1360,True
bradley.thomas@iiitg.ac.in,Bradley,Thomas,BT1361,True
heather.wells@iiitg.ac.in,Heather,Wells,BT1362,True
kim.nunez@iiitg.ac.in,Kim,Nunez,BT1363,False
clayton.kemp@iiitg.ac.in,Clayton,Kemp,BT1364,True
donna.roberts@iiitg.ac.in,Donna,Roberts,BT1365,False
sean.ayala@iiitg.ac.in,Sean,Ayala,BT1366,True
christina.morgan@iiitg.ac.in,Christina,Morgan,BT1367,True
rebecca.gray@iiitg.ac.in,Rebecca,Gray,BT1368,True
crystal.banks@iiitg.ac.in,Crystal,Banks,BT1369,False
pamela.curry@iiitg.ac.in,Pamela,Curry,BT1370,True
nancy.levy@iiitg.ac.in,Nancy,Levy,BT1371,False
karen.jensen@iiitg.ac.in,Karen,Jensen,BT1372,True
evan.cochran@iiitg.ac.in,Evan,Cochran,BT1373,False
andrea.blake@iiitg.ac.in,Andrea,Blake,BT1374,False
cynthia.taylor@iiitg.ac.in,Cynthia,Taylor,BT1375,False
stephen.griffin@iiitg.ac.in,Stephen,Griffin,BT1376,False
james.hanson@iiitg.ac.in,James,Hanson,BT1377,True
jacob.fuentes@iiitg.ac.in,Jacob,Fuentes,BT1378,True
michael.galloway@iiitg.ac.in,Michael,Galloway,BT1379,True
daniel.mitchell@iiitg.ac.in,Daniel,Mitchell,BT1380,False
timothy.tanner@iiitg.ac.in,Timothy,Tanner,BT1381,True
jamie.torres@iiitg.ac.in,Jamie,Torres,BT1382,False
sean.jones@iiitg.ac.in,Sean,Jones,BT1383,True
wendy.cooper@iiitg.ac.in,Wendy,Cooper,BT1384,False
krystal.knox@iiitg.ac.in,Krystal,Knox,BT1385,True
amanda.stevenson@iiitg.ac.in,Amanda,Stevenson,BT1386,False
stephanie.weber@iiitg.ac.in,Stephanie,Weber,BT1387,True
alyssa.nelson@iiitg.ac.in,Alyssa,Nelson,BT1388,False
donna.washington@iiitg.ac.in,Donna,Washington,BT1389,True
roberto.stevens@iiitg.ac.in,Roberto,Stevens,BT1390,False
gabriella.bates@iiitg.ac.in,Gabriella,Bates,BT1391,True
vincent.scott@iiitg.ac.in,Vincent,Scott,BT1392,False
teresa.howe@iiitg.ac.in,Teresa,Howe,BT1393,True
sarah.kemp@iiitg.ac.in,Sarah,Kemp,BT1394,True
christie.brown@iiitg.ac.in,Christie,Brown,BT1395,False
andrea.alvarado@iiitg.ac.in,Andrea,Alvarado,BT1396,False
gerald.frey@iiitg.ac.in,Gerald,Frey,BT1397,False
christian.walters@iiitg.ac.in,Christian,Walters,BT1398,True
jesse.richardson@iiitg.ac.in,Jesse,Richardson,BT1399,True
david.buckley@iiitg.ac.in,David,Buckley,BT1400,True
douglas.munoz@iiitg.ac.in,Douglas,Munoz,BT1401,False
charles.reyes@iiitg.ac.in,Charles,Reyes,BT1402,True
melanie.morris@iiitg.ac.in,Melanie,Morris,BT1403,False
megan.white@iiitg.ac.in,Megan,White,BT1404,False
deborah.barry@iiitg.ac.in,Deborah,Barry,BT1405,True
alexa.gregory@iiitg.ac.in,Alexa,Gregory,BT1406,False
brenda.phelps@iiitg.ac.in,Brenda,Phelps,BT1407,True
denise.aguilar@iiitg.ac.in,Denise,Aguilar,BT1408,False
rebecca.mason@iiitg.ac.in,Rebecca,Mason,BT1409,True
julia.higgins@iiitg.ac.in,Julia,Higgins,BT1410,True
nancy.walker@iiitg.ac.in,Nancy,Walker,BT1411,False
jennifer.fields@iiitg.ac.in,Jennifer,Fields,BT1412,True
kelly.jackson@iiitg.ac.in,Kelly,Jackson,BT1413,True
drew.green@iiitg.ac.in,Drew,Green,BT1414,False
linda.price@iiitg.ac.in,Linda,Price,BT1415,False
lori.blake@iiitg.ac.in,Lori,Blake,BT1416,True
aaron.robinson@iiitg.ac.in,Aaron,Robinson,BT1417,True
melissa.smith@iiitg.ac.in,Melissa,Smith,BT1418,False
regina.lawson@iiitg.ac.in,Regina,Lawson,BT1419,False
jeff.lindsey@iiitg.ac.in,Jeff,Lindsey,BT1420,False
annette.mcdowell@iiitg.ac.in,Annette,Mcdowell,BT1421,False
laurie.jones@iiitg.ac.in,Laurie,Jones,BT1422,True
philip.simpson@iiitg.ac.in,Philip,Simpson,BT1423,False
kelly.mccarthy@iiitg.ac.in,Kelly,Mccarthy,BT1424,True
henry.smith@iiitg.ac.in,Henry,Smith,BT1425,False
jacqueline.rogers@iiitg.ac.in,Jacqueline,Rogers,BT1426,True
kelly.warren@iiitg.ac.in,Kelly,Warren,BT1427,True
william.evans@iiitg.ac.in,William,Evans,BT1428,True
joseph.ferguson@iiitg.ac.in,Joseph,Ferguson,BT1429,False
carol.bates@iiitg.ac.in,Carol,Bates,BT1430,False
cesar.logan@iiitg.ac.in,Cesar,Logan,BT1431,False
jesse.jones@iiitg.ac.in,Jesse,Jones,BT1432,False
diana.bryant@iiitg.ac.in,Diana,Bryant,BT1433,True
lisa.hall@iiitg.ac.in,Lisa,Hall,BT1434,True
briana.melton@iiitg.ac.in,Briana,Melton,BT1435,False
chelsea.brock@iiitg.ac.in,Chelsea,Brock,BT1436,False
elizabeth.wright@iiitg.ac.in,Elizabeth,Wright,BT1437,False
michael.johnson@iiitg.ac.in,Michael,Johnson,BT1438,True
shelley.king@iiitg.ac.in,Shelley,King,BT1439,False
russell.glenn@iiitg.ac.in,Russell,Glenn,BT1440,False
lisa.black@iiitg.ac.in,Lisa,Black,BT1441,True
michelle.valencia@iiitg.ac.in,Michelle,Valencia,BT1442,True
dana.roberts@iiitg.ac.in,Dana,Roberts,BT1443,True
katherine.phillips@iiitg.ac.in,Katherine,Phillips,BT1444,False
brenda.cross@iiitg.ac.in,Brenda,Cross,BT1445,False
laurie.payne@iiitg.ac.in,Laurie,Payne,BT1446,False
kelly.spencer@iiitg.ac.in,Kelly,Spencer,BT1447,True
lauren.briggs@iiitg.ac.in,Lauren,Briggs,BT1448,False
michael.bell@iiitg.ac.in,Michael,Bell,BT1449,False
kathleen.walker@iiitg.ac.in,Kathleen,Walker,BT1450,True
alexander.murphy@iiitg.ac.in,Alexander,Murphy,BT1451,False
kevin.martin@iiitg.ac.in,Kevin,Martin,BT1452,False
charles.smith@iiitg.ac.in,Charles,Smith,BT1453,False
michael.elliott@iiitg.ac.in,Michael,Elliott,BT1454,False
jacqueline.george@iiitg.ac.in,Jacqueline,George,BT1455,False
leroy.rollins@iiitg.ac.in,Leroy,Rollins,BT1456,True
jeanette.turner@iiitg.ac.in,Jeanette,Turner,BT1457,False
thomas.nichols@iiitg.ac.in,Thomas,Nichols,BT1458,True
joshua.rodgers@iiitg.ac.in,Joshua,Rodgers,BT1459,True
april.wilson@iiitg.ac.in,April,Wilson,BT1460,False
angela.morris@iiitg.ac.in,Angela,Morris,BT1461,True
autumn.nguyen@iiitg.ac.in,Autumn,Nguyen,BT1462,False
rebecca.davis@iiitg.ac.in,Rebecca,Davis,BT1463,True
antonio.bradley@iiitg.ac.in,Antonio,Bradley,BT1464,True
steven.gross@iiitg.ac.in,Steven,Gross,BT1465,True
jeffery.holmes@iiitg.ac.in,Jeffery,Holmes,BT1466,False
jessica.chapman@iiitg.ac.in,Jessica,Chapman,BT1467,False
erik.manning@iiitg.ac.in,Erik,Manning,BT1468,False
sarah.kim@iiitg.ac.in,Sarah,Kim,BT1469,False
brian.thomas@iiitg.ac.in,Brian,Thomas,BT1470,False
robert.tyler@iiitg.ac.in,Robert,Tyler,BT1471,True
kelly.wagner@iiitg.ac.in,Kelly,Wagner,BT1472,False
christina.torres@iiitg.ac.in,Christina,Torres,BT1473,False
laura.green@iiitg.ac.in,Laura,Green,BT1474,True
david.bell@iiitg.ac.in,David,Bell,BT1475,True
sally.adams@iiitg.ac.in,Sally,Adams,BT1476,False
karen.stafford@iiitg.ac.in,Karen,Stafford,BT1477,False
patricia.padilla@iiitg.ac.in,Patricia,Padilla,BT1478,True
ronnie.williams@iiitg.ac.in,Ronnie,Williams,BT1479,False
joseph.ortega@iiitg.ac.in,Joseph,Ortega,BT1480,False
paul.thompson@iiitg.ac.in,Paul,Thompson,BT1481,False
toni.jones@iiitg.ac.in,Toni,Jones,BT1482,True
margaret.schmidt@iiitg.ac.in,Margaret,Schmidt,BT1483,True
paul.moreno@iiitg.ac.in,Paul,Moreno,BT1484,False
eric.petty@iiitg.ac.in,Eric,Petty,BT1485,True
david.wallace@iiitg.ac.in,David,Wallace,BT1486,True
steven.murphy@iiitg.ac.in,Steven,Murphy,BT1487,True
john.wang@iiitg.ac.in,John,Wang,BT1488,True
michael.newton@iiitg.ac.in,Michael,Newton,BT1489,False
gregory.maldonado@iiitg.ac.in,Gregory,Maldonado,BT1490,True
april.smith@iiitg.ac.in,April,Smith,BT1491,False
jeffrey.clark@iiitg.ac.in,Jeffrey,Clark,BT1492,False
teresa.villa@iiitg.ac.in,Teresa,Villa,BT1493,False
stephen.jones@iiitg.ac.in,Stephen,Jones,BT1494,True
matthew.reed@iiitg.ac.in,Matthew,Reed,BT1495,True
joshua.white@iiitg.ac.in,Joshua,White,BT1496,False
john.garcia@iiitg.ac.in,John,Garcia,BT1497,False
james.yu@iiitg.ac.in,James,Yu,BT1498,True
hannah.jones@iiitg.ac.in,Hannah,Jones,BT1499,False
erin.mendez@iiitg.ac.in,Erin,Mendez,BT1500,False
aaron.torres@iiitg.ac.in,Aaron,Torres,BT1501,True
anna.davis@iiitg.ac.in,Anna,Davis,BT1502,False
david.brown@iiitg.ac.in,David,Brown,BT1503,True
lindsay.roberts@iiitg.ac.in,Lindsay,Roberts,BT1504,False
cynthia.jennings@iiitg.ac.in,Cynthia,Jennings,BT1505,True
jacqueline.bradshaw@iiitg.ac.in,Jacqueline,Bradshaw,BT1506,True
micheal.cuevas@iiitg.ac.in,Micheal,Cuevas,BT1507,False
lawrence.vazquez@iiitg.ac.in,Lawrence,Vazquez,BT1508,True
melissa.smith@iiitg.ac.in,Melissa,Smith,BT1509,True
ian.pope@iiitg.ac.in,Ian,Pope,BT1510,False
haley.brewer@iiitg.ac.in,Haley,Brewer,BT1511,True
jamie.kelley@iiitg.ac.in,Jamie,Kelley,BT1512,True
leroy.holmes@iiitg.ac.in,Leroy,Holmes,BT1513,False
joanne.soto@iiitg.ac.in,Joanne,Soto,BT1514,True
samantha.martinez@iiitg.ac.in,Samantha,Martinez,BT1515,True
stephanie.cardenas@iiitg.ac.in,Stephanie,Cardenas,BT1516,False
christopher.freeman@iiitg.ac.in,Christopher,Freeman,BT1517,False
lisa.lynch@iiitg.ac.in,Lisa,Lynch,BT1518,True
hayley.wilson@iiitg.ac.in,Hayley,Wilson,BT1519,True
matthew.beck@iiitg.ac.in,Matthew,Beck,BT1520,False
frances.nunez@iiitg.ac.in,Frances,Nunez,BT1521,True
michael.potter@iiitg.ac.in,Michael,Potter,BT1522,True
stephen.hood@iiitg.ac.in,Stephen,Hood,BT1523,False
kevin.welch@iiitg.ac.in,Kevin,Welch,BT1524,True
steven.patel@iiitg.ac.in,Steven,Patel,BT1525,False
jeffrey.atkins@iiitg.ac.in,Jeffrey,Atkins,BT1526,False
gloria.hunter@iiitg.ac.in,Gloria,Hunter,BT1527,True
tammy.clay@iiitg.ac.in,Tammy,Clay,BT1528,True
alex.young@iiitg.ac.in,Alex,Young,BT1529,True
nicholas.martinez@iiitg.ac.in,Nicholas,Martinez,BT1530,False
tina.peters@iiitg.ac.in,Tina,Peters,BT1531,True
lee.rice@iiitg.ac.in,Lee,Rice,BT1532,False
marisa.smith@iiitg.ac.in,Marisa,Smith,BT1533,True
david.pennington@iiitg.ac.in,David,Pennington,BT1534,False
james.rodriguez@iiitg.ac.in,James,Rodriguez,BT1535,True
gregory.kelly@iiitg.ac.in,Gregory,Kelly,BT1536,True
sierra.smith@iiitg.ac.in,Sierra,Smith,BT1537,True
cameron.martinez@iiitg.ac.in,Cameron,Martinez,BT1538,False
michael.galvan@iiitg.ac.in,Michael,Galvan,BT1539,True
robin.smith@iiitg.ac.in,Robin,Smith,BT1540,False
barbara.hill@iiitg.ac.in,Barbara,Hill,BT1541,True
autumn.ortega@iiitg.ac.in,Autumn,Ortega,BT1542,False
robin.bishop@iiitg.ac.in,Robin,Bishop,BT1543,False
ian.bryant@iiitg.ac.in,Ian,Bryant,BT1544,False
kathryn.carter@iiitg.ac.in,Kathryn,Carter,BT1545,False
jennifer.clark@iiitg.ac.in,Jennifer,Clark,BT1546,False
jennifer.kelly@iiitg.ac.in,Jennifer,Kelly,BT1547,True
chad.warren@iiitg.ac.in,Chad,Warren,BT1548,False
richard.munoz@iiitg.ac.in,Richard,Munoz,BT1549,False
thomas.warner@iiitg.ac.in,Thomas,Warner,BT1550,True
joseph.rivera@iiitg.ac.in,Joseph,Rivera,BT1551,False
charles.parks@iiitg.ac.in,Charles,Parks,BT1552,False
eric.erickson@iiitg.ac.in,Eric,Erickson,BT1553,False
jill.chaney@iiitg.ac.in,Jill,Chaney,BT1554,False
larry.mccoy@iiitg.ac.in,Larry,Mccoy,BT1555,True
makayla.jennings@iiitg.ac.in,Makayla,Jennings,BT1556,False
lori.strickland@iiitg.ac.in,Lori,Strickland,BT1557,False
daniel.clements@iiitg.ac.in,Daniel,Clements,BT1558,False
mark.sanchez@iiitg.ac.in,Mark,Sanchez,BT1559,False
mark.gibbs@iiitg.ac.in,Mark,Gibbs,BT1560,True
joseph.wade@iiitg.ac.in,Joseph,Wade,BT1561,True
tammy.robbins@iiitg.ac.in,Tammy,Robbins,BT1562,False
david.collier@iiitg.ac.in,David,Collier,BT1563,True
patrick.thomas@iiitg.ac.in,Patrick,Thomas,BT1564,False
sara.richards@iiitg.ac.in,Sara,Richards,BT1565,True
linda.hawkins@iiitg.ac.in,Linda,Hawkins,BT1566,True
steven.hernandez@iiitg.ac.in,Steven,Hernandez,BT1567,False
christopher.phillips@iiitg.ac.in,Christopher,Phillips,BT1568,False
amy.irwin@iiitg.ac.in,Amy,Irwin,BT1569,True
lisa.bruce@iiitg.ac.in,Lisa,Bruce,BT1570,True
katherine.dawson@iiitg.ac.in,Katherine,Dawson,BT1571,True
sharon.peterson@iiitg.ac.in,Sharon,Peterson,BT1572,True
brandon.gallagher@iiitg.ac.in,Brandon,Gallagher,BT1573,True
christine.scott@iiitg.ac.in,Christine,Scott,BT1574,False
cheryl.chaney@iiitg.ac.in,Cheryl,Chaney,BT1575,True
dustin.dawson@iiitg.ac.in,Dustin,Dawson,BT1576,False
andrew.smith@iiitg.ac.in,Andrew,Smith,BT1577,True
nathan.willis@iiitg.ac.in,Nathan,Willis,BT1578,False
lucas.sanders@iiitg.ac.in,Lucas,Sanders,BT1579,True
theodore.escobar@iiitg.ac.in,Theodore,Escobar,BT1580,False
amanda.coleman@iiitg.ac.in,Amanda,Coleman,BT1581,True
bruce.hayes@iiitg.ac.in,Bruce,Hayes,BT1582,True
nicholas.berry@iiitg.ac.in,Nicholas,Berry,BT1583,True
adam.cole@iiitg.ac.in,Adam,Cole,BT1584,True
angela.walker@iiitg.ac.in,Angela,Walker,BT1585,False
jason.barron@iiitg.ac.in,Jason,Barron,BT1586,False
sean.miles@iiitg.ac.in,Sean,Miles,BT1587,True
kathleen.robertson@iiitg.ac.in,Kathleen,Robertson,BT1588,True
richard.cooper@iiitg.ac.in,Richard,Cooper,BT1589,False
emily.chen@iiitg.ac.in,Emily,Chen,BT1590,True
brandon.shepherd@iiitg.ac.in,Brandon,Shepherd,BT1591,False
steven.mason@iiitg.ac.in,Steven,Mason,BT1592,True
joel.reyes@iiitg.ac.in,Joel,Reyes,BT1593,False
jonathan.mitchell@iiitg.ac.in,Jonathan,Mitchell,BT1594,True
paula.martin@iiitg.ac.in,Paula,Martin,BT1595,False
jason.vaughn@iiitg.ac.in,Jason,Vaughn,BT1596,False
tony.williams@iiitg.ac.in,Tony,Williams,BT1597,False
jose.taylor@iiitg.ac.in,Jose,Taylor,BT1598,False
michael.griffin@iiitg.ac.in,Michael,Griffin,BT1599,False
alexandra.tate@iiitg.ac.in,Alexandra,Tate,BT1600,True
michelle.ford@iiitg.ac.in,Michelle,Ford,BT1601,False
chelsea.schneider@iiitg.ac.in,Chelsea,Schneider,BT1602,False
sarah.grant@iiitg.ac.in,Sarah,Grant,BT1603,True
janet.morse@iiitg.ac.in,Janet,Morse,BT1604,False
jennifer.wallace@iiitg.ac.in,Jennifer,Wallace,BT1605,True
sarah.winters@iiitg.ac.in,Sarah,Winters,BT1606,False
melissa.griffin@iiitg.ac.in,Melissa,Griffin,BT1607,False
amanda.washington@iiitg.ac.in,Amanda,Washington,BT1608,True
laura.waters@iiitg.ac.in,Laura,Waters,BT1609,True
carmen.woodard@iiitg.ac.in,Carmen,Woodard,BT1610,False
juan.peterson@iiitg.ac.in,Juan,Peterson,BT1611,True
jessica.alexander@iiitg.ac.in,Jessica,Alexander,BT1612,True
dorothy.short@iiitg.ac.in,Dorothy,Short,BT1613,False
joseph.palmer@iiitg.ac.in,Joseph,Palmer,BT1614,False
barbara.smith@iiitg.ac.in,Barbara,Smith,BT1615,False
christian.lee@iiitg.ac.in,Christian,Lee,BT1616,True
xavier.hughes@iiitg.ac.in,Xavier,Hughes,BT1617,False
kenneth.turner@iiitg.ac.in,Kenneth,Turner,BT1618,False
tiffany.barton@iiitg.ac.in,Tiffany,Barton,BT1619,False
pamela.young@iiitg.ac.in,Pamela,Young,BT1620,False
jacob.walters@iiitg.ac.in,Jacob,Walters,BT1621,True
michael.moon@iiitg.ac.in,Michael,Moon,BT1622,False
joseph.alexander@iiitg.ac.in,Joseph,Alexander,BT1623,False
steven.wheeler@iiitg.ac.in,Steven,Wheeler,BT1624,False
stephen.carson@iiitg.ac.in,Stephen,Carson,BT1625,True
evan.morris@iiitg.ac.in,Evan,Morris,BT1626,True
jean.trujillo@iiitg.ac.in,Jean,Trujillo,BT1627,False
helen.jenkins@iiitg.ac.in,Helen,Jenkins,BT1628,True
kevin.coleman@iiitg.ac.in,Kevin,Coleman,BT1629,True
douglas.hardy@iiitg.ac.in,Douglas,Hardy,BT1630,True
kelsey.howell@iiitg.ac.in,Kelsey,Howell,BT1631,True
juan.webb@iiitg.ac.in,Juan,Webb,BT1632,True
allen.walsh@iiitg.ac.in,Allen,Walsh,BT1633,True
michelle.martinez@iiitg.ac.in,Michelle,Martinez,BT1634,False
michael.keith@iiitg.ac.in,Michael,Keith,BT1635,True
samantha.tran@iiitg.ac.in,Samantha,Tran,BT1636,True
molly.barker@iiitg.ac.in,Molly,Barker,BT1637,True
david.oneal@iiitg.ac.in,David,Oneal,BT1638,False
gordon.pennington@iiitg.ac.in,Gordon,Pennington,BT1639,False
jasmine.adams@iiitg.ac.in,Jasmine,Adams,BT1640,True
courtney.lambert@iiitg.ac.in,Courtney,Lambert,BT1641,False
joseph.roth@iiitg.ac.in,Joseph,Roth,BT1642,True
hailey.thompson@iiitg.ac.in,Hailey,Thompson,BT1643,True
hannah.jones@iiitg.ac.in,Hannah,Jones,BT1644,False
larry.martin@iiitg.ac.in,Larry,Martin,BT1645,False
wanda.wright@iiitg.ac.in,Wanda,Wright,BT1646,True
juan.garza@iiitg.ac.in,Juan,Garza,BT1647,False
jessica.brown@iiitg.ac.in,Jessica,Brown,BT1648,True
julie.santiago@iiitg.ac.in,Julie,Santiago,BT1649,False
renee.velasquez@iiitg.ac.in,Renee,Velasquez,BT1650,False
katherine.thomas@iiitg.ac.in,Katherine,Thomas,BT1651,False
ashley.hill@iiitg.ac.in,Ashley,Hill,BT1652,False
sherry.jimenez@iiitg.ac.in,Sherry,Jimenez,BT1653,False
jesus.snyder@iiitg.ac.in,Jesus,Snyder,BT1654,False
jessica.ryan@iiitg.ac.in,Jessica,Ryan,BT1655,True
harold.harris@iiitg.ac.in,Harold,Harris,BT1656,False
